1111111111111111111111111	1111111111111111111111111	1111111111111111111111111
1000000000010000000000001	0000000000000000000000001	0000000000000000010000001
1000000000010001000000001	0000000000000000000000001	0000000000000000010000001
1000000000010001000000001	0000001111111111100000001	0000011111100000000000001
1000000000010001000000001	0000001000000000000000001	0000010000000000000000001
1000000000000001000000001	0000001000000000000000001	0000011111111111110011111
1000000000000001000000001	0000001111111000011111111	0000010000000000010000001
1000000000000001000000001	0000000000001000000000001	0000010000000000011111001
1111111111000001000000001	0000000000001000000000001	0000000000100000010000001
1000000001000001111111111	0000001000001000000000001	0000000000100000010011111
1000000001000000000000001	0000001000001000001111111	0000001111100000010000001
1000000001000000000000001	0000001000001000000000001	1111111000000000011111001
1000000001000000010000001	1111111000001000000000001	0000000000000000010000001
1000000000000011110000001	0000000000001000000000000	0000000000000000010011111
1000000000000010000000000	0000000000001000000000000	0000001111111000010000001
1000000000000010000000000	0000000001111000000000000	0000001000001000011111001
1000000000000010000000000	0000000001000000000000000	0000001000001111111000001
1000000000000010000000001	1111111111000000011111111	1111111000000000001001111
1000000000000011111111111	0000000000000000000000001	0000000000000000001000001
1111111000000000000000001	0000000000000000000000001	0000000001111000001111001
1000001000000000000000001	0000000111111111000000001	0000000000001000001000001
1000001000000000000000001	1111111100000001000000001	1111111000001000001001111
1000000000000000000000001	0000000000000000000000001	0000000000001000000000001
1000000000000000000000001	0000000000000000000000001	0000000000001000000000001
1111111111112211111111111	1111111111111111111111111	1100001111111111111111111

1000000000100000000000001	0000000000000000000000001	0000001000000000000000001
1000000000100000000000001	0000000000000000000000001	0000001000000000000000001
1000000000100000000000001	0000000111111111111100001	0000001111111100000000001
1000000000111111111000001	0000000100000000100000001	0000000000000100000111111
1000000000000000001000001	0000000100000000100000001	0000000000000100000000001
1000000000000000001000001	0000000100000000100000001	0000000000000100000000001
1111100001000000001000001	0000000100000000100000001	0000000000000100000000001
1000000001000000001000001	0000000111110000100000003	0000000000000100000000001
1000000001000001111000001	0000000000010000100000003	0000000010000000000000001
1000000001000000000000001	0000000000010000000000001	0000000010000000000000001
1000000001000000000000001	0000000000010000000000001	0000000010000000000000001
1000000001000000000000001	0000000000010000000000001	1111111111111111000000001
1000000001000000000000001	0000011111111111111111111	0000000000001000000000001
1000001111111111111111111	0000000000000000000000001	0000000000000000000000001
1000000000000000000000001	0000000000000000000000001	0000000000000000000000001
1000000000000000000000001	0000000000000000000000001	0000000111111111111110001
1000000000000000000000001	0000011111111111111100001	0000000100000100000010001
1000000000000000000000001	1111110000000000000000001	0000000100000100000010001
1111111111111110000000001	0000010000000000000000001	0000000100000111100010001
1000000000000010000000001	0000010000000011111111111	0000000100000000100010001
1000000000000010000000001	0000011100000000000000001	0000000100000000000010001
1000000000000000000000001	0000000111111100000000001	0000000100010000000010001
1000001000000000000000001	0000000000000000000000001	0000000000010000111110001
1000001000000000000000001	0000000000000000000000001	0000000000010000000000001
1100001111111111111111111	1111111111111111111111111	1111111111111111111111111

1000001000000000000000001	0000010000000000000000001	0000000000000000000000001
1000001000000000000000000	0000010000000000000000001	0000000000000000000000001
1000001000000000000000000	0000010000000111111000001	0000011111111111111100001
1000001000001111110000000	0000010000000000001000001	0000000000000000000000001
1000000000001000010000000	0000010000000000001000001	0000000000000000000000001
1000000000001000010000001	0000010000000000001000001	0000000000000000000000001
1000000000001000010000001	0000010000000000001000001	0000010000000000000100001
1111111111111000011100001	0000010000000000001000001	0000010000000000000100001
1000000000000000000100001	0000011111000000001000004	0000010000000000000100001
1000000000000000000100001	0000000001000000001000004	0000010000000000000100001
1000000000000000000100001	0000000001000000001000001	0000010000000000000100001
1000000000000000000100001	0000000001000000001111001	0000010000000000000100001
1000000000000000000000001	0000000001111100000001001	0000010000000000000100001
1000000000000000000000001	0000000000000100000001111	0000010000000000000100001
1000000000000000000000001	0000000000000100000000001	0000010000000000000100001
1000010000000000000000001	0000000111111100000000001	0000010000000000000100001
1000010000000000000100001	0000000100000000000000001	0000010000000000000100001
1000010000000000000100001	0000000100000000000000001	0000000000000000000000001
1000011111111111111111111	0000000100000000000000001	0000000000000000000000001
1000000000000000000000001	0000000100000000000000001	0000000000000000000000001
1000000000000000000000001	0000000111111000000000001	0000011111111111111100001
1111111111111111100000001	0000000000000000000000001	0000000000000000000000001
1000000000000000000000001	0000000000000000000000001	0000000000000000000000001
1000000000000000000000001	0000000000000000000000001	0000000000000000000000001
1111111111111111111111111	1111111111111111111111111	1111111111111111111111111
